GenderSelect,Country,Age,EmployerIndustry,Gender Counts,,Age Counts,,Industry Counts,
Male,People 's Republic of China,27,,,,,,,
Male,Other,19,,,,,,,
Male,United States,NA,,,,,,,
Male,United States,26,,,,,,,
Male,People 's Republic of China,29,Financial,,,,,,
Male,Canada,23,,,,,,,
Male,Australia,27,Financial,,,,,,
Female,India,22,,,,,,,
Male,United States,40,Mix of fields,,,,,,
Female,United States,32,Academic,,,,,,
Male,Japan,38,,,,,,,
Male,United States,31,Other,,,,,,
Male,India,22,Academic,,,,,,
Female,United States,48,,,,,,,
Male,United States,40,,,,,,,
Male,India,21,,,,,,,
Male,United Kingdom,20,,,,,,,
Male,South Korea,33,Technology,,,,,,
Male,United States,64,Technology,,,,,,
Male,United States,26,,,,,,,
Male,United States,49,Technology,,,,,,
Male,United States,21,,,,,,,
Female,United States,28,Manufacturing,,,,,,
Male,India,35,Technology,,,,,,
Female,United States,22,Financial,,,,,,
Male,United States,71,,,,,,,
Male,Japan,32,Manufacturing,,,,,,
Male,South Korea,41,Internet-based,,,,,,
Male,,NA,,,,,,,
Male,Poland,32,Technology,,,,,,
Female,Other,22,,,,,,,
Male,Other,31,,,,,,,
Male,New Zealand,36,Military/Security,,,,,,
Male,United States,25,,,,,,,
Male,People 's Republic of China,20,,,,,,,
Male,Egypt,22,Technology,,,,,,
Male,People 's Republic of China,19,,,,,,,
Female,India,35,Technology,,,,,,
Male,France,22,,,,,,,
Male,India,23,,,,,,,
Male,Australia,26,Other,,,,,,
Male,India,30,Telecommunications,,,,,,
"Non-binary, genderqueer, or gender non-conforming",United States,27,Academic,,,,,,
Male,United States,24,,,,,,,
Female,United States,20,,,,,,,
Male,Australia,24,,,,,,,
Male,United States,35,,,,,,,
Male,People 's Republic of China,25,Internet-based,,,,,,
Male,People 's Republic of China,21,,,,,,,
Male,South Korea,30,Telecommunications,,,,,,
Female,India,38,Academic,,,,,,
Male,United States,23,Military/Security,,,,,,
Male,Argentina,42,Technology,,,,,,
Male,Mexico,29,Telecommunications,,,,,,
Male,United States,44,Academic,,,,,,
Female,United States,35,Internet-based,,,,,,
Male,United States,19,,,,,,,
Male,People 's Republic of China,24,,,,,,,
Female,Canada,36,,,,,,,
Female,South Korea,24,,,,,,,
Male,United States,21,CRM/Marketing,,,,,,
Male,United States,37,Manufacturing,,,,,,
Male,People 's Republic of China,29,Internet-based,,,,,,
Female,Indonesia,22,,,,,,,
Male,United States,32,,,,,,,
Male,Poland,24,Telecommunications,,,,,,
Female,United States,54,,,,,,,
Male,Brazil,23,Academic,,,,,,
Female,United States,44,,,,,,,
Male,Canada,54,Financial,,,,,,
Male,Brazil,39,Financial,,,,,,
Male,United States,30,,,,,,,
Female,Taiwan,23,,,,,,,
Female,Turkey,32,Technology,,,,,,
Male,People 's Republic of China,24,,,,,,,
Male,Other,33,Academic,,,,,,
Male,United States,20,,,,,,,
Male,United States,24,,,,,,,
Male,United States,30,Academic,,,,,,
Male,United States,22,,,,,,,
Male,Italy,27,CRM/Marketing,,,,,,
Male,Other,43,Government,,,,,,
Male,Brazil,25,,,,,,,
Male,Australia,25,,,,,,,
Female,People 's Republic of China,21,,,,,,,
Male,Canada,41,Financial,,,,,,
Female,South Korea,27,,,,,,,
Male,United States,36,,,,,,,
Male,India,21,,,,,,,
Male,Republic of China,26,Technology,,,,,,
Male,United States,69,,,,,,,
Male,Malaysia,21,,,,,,,
Male,Australia,27,Mix of fields,,,,,,
Female,People 's Republic of China,45,Non-profit,,,,,,
Male,Brazil,37,,,,,,,
"Non-binary, genderqueer, or gender non-conforming",United States,36,,,,,,,
Male,Russia,47,Academic,,,,,,
Male,Australia,24,,,,,,,
Male,United States,32,,,,,,,
Male,India,27,,,,,,,
Male,Japan,39,Technology,,,,,,
Male,Hong Kong,38,Insurance,,,,,,
Male,United States,NA,,,,,,,
Male,People 's Republic of China,27,Technology,,,,,,
Female,India,30,,,,,,,
Male,Japan,51,Telecommunications,,,,,,
Male,United States,29,,,,,,,
Female,People 's Republic of China,23,,,,,,,
Male,Canada,45,Financial,,,,,,
Male,India,57,Academic,,,,,,
Male,People 's Republic of China,28,,,,,,,
Male,Brazil,27,Other,,,,,,
Male,Other,25,,,,,,,
Female,United States,21,,,,,,,
,,NA,,,,,,,
Female,India,27,Financial,,,,,,
Male,South Korea,26,,,,,,,
Male,United States,NA,,,,,,,
Male,Other,30,,,,,,,
Female,Indonesia,20,,,,,,,
Male,Indonesia,25,,,,,,,
Female,Canada,NA,,,,,,,
Male,India,32,,,,,,,
Male,Australia,27,Technology,,,,,,
Male,United States,38,Financial,,,,,,
Male,People 's Republic of China,25,,,,,,,
Male,United States,30,Internet-based,,,,,,
Male,Canada,25,Academic,,,,,,
Female,People 's Republic of China,24,,,,,,,
Male,United States,21,,,,,,,
Male,Canada,21,,,,,,,
Male,United States,24,Mix of fields,,,,,,
Male,People 's Republic of China,22,,,,,,,
,,NA,,,,,,,
Male,United States,30,CRM/Marketing,,,,,,
Male,United States,25,Academic,,,,,,
Male,Brazil,27,Government,,,,,,
Male,People 's Republic of China,24,,,,,,,
Male,India,24,,,,,,,
Male,Australia,27,Retail,,,,,,
Male,United States,20,,,,,,,
Male,United States,28,Other,,,,,,
Female,United States,23,,,,,,,
Female,India,19,,,,,,,
Male,People 's Republic of China,20,,,,,,,
Male,India,25,Technology,,,,,,
Male,People 's Republic of China,25,,,,,,,
Female,Other,23,,,,,,,
Female,Taiwan,50,Academic,,,,,,
Male,Other,24,Hospitality/Entertainment/Sports,,,,,,
Male,Germany,NA,Academic,,,,,,
Male,Portugal,23,Academic,,,,,,
Female,India,18,,,,,,,
Male,United States,41,Internet-based,,,,,,
Male,India,29,Internet-based,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Australia,50,,,,,,,
Male,United States,25,Other,,,,,,
Female,People 's Republic of China,24,,,,,,,
Male,United States,30,Academic,,,,,,
Female,People 's Republic of China,22,,,,,,,
Male,India,49,Other,,,,,,
Male,India,35,Technology,,,,,,
Female,United States,18,,,,,,,
Male,Philippines,20,,,,,,,
Male,Russia,21,Academic,,,,,,
Female,Other,24,,,,,,,
Female,United States,24,Manufacturing,,,,,,
Male,United States,NA,,,,,,,
Male,United States,24,Academic,,,,,,
Male,United States,39,Other,,,,,,
Male,United Kingdom,16,,,,,,,
Male,India,24,Technology,,,,,,
Male,United States,46,,,,,,,
Male,Canada,27,Financial,,,,,,
Female,India,28,,,,,,,
Male,United States,26,Mix of fields,,,,,,
Male,Australia,25,Other,,,,,,
Female,United States,18,,,,,,,
Female,People 's Republic of China,25,,,,,,,
Male,United States,50,Other,,,,,,
Male,United States,25,Technology,,,,,,
Male,India,35,,,,,,,
Male,United States,32,,,,,,,
Male,Ukraine,36,,,,,,,
Female,Singapore,20,,,,,,,
Male,Singapore,24,Mix of fields,,,,,,
Male,People 's Republic of China,27,Academic,,,,,,
Male,United States,29,Other,,,,,,
Female,Brazil,26,Mix of fields,,,,,,
Male,India,22,,,,,,,
Male,Australia,31,Government,,,,,,
Female,United States,29,Other,,,,,,
Male,India,24,,,,,,,
Male,Russia,23,,,,,,,
Male,South Korea,28,,,,,,,
Male,Other,46,,,,,,,
Female,India,20,,,,,,,
Male,India,27,Academic,,,,,,
Male,Canada,27,Insurance,,,,,,
Male,People 's Republic of China,25,Mix of fields,,,,,,
Male,Taiwan,42,Government,,,,,,
Male,United States,17,,,,,,,
Male,United States,28,Technology,,,,,,
A different identity,India,20,,,,,,,
Female,Australia,35,,,,,,,
Male,United States,28,,,,,,,
Male,United States,27,Non-profit,,,,,,
Male,Argentina,26,Other,,,,,,
Male,United States,52,Telecommunications,,,,,,
Male,India,23,,,,,,,
Male,Australia,27,Internet-based,,,,,,
Male,India,24,Technology,,,,,,
Male,India,25,Technology,,,,,,
Male,United States,22,,,,,,,
Male,Taiwan,25,,,,,,,
Male,People 's Republic of China,31,,,,,,,
Female,United States,27,,,,,,,
Male,Canada,28,,,,,,,
Female,India,20,,,,,,,
Female,United States,19,,,,,,,
Male,India,30,Manufacturing,,,,,,
Male,Brazil,31,Other,,,,,,
Male,Indonesia,27,Academic,,,,,,
Male,United States,36,Academic,,,,,,
Male,Indonesia,24,Financial,,,,,,
Male,United States,46,,,,,,,
Male,United States,25,,,,,,,
Male,India,20,,,,,,,
Male,United States,32,Academic,,,,,,
Male,People 's Republic of China,35,Manufacturing,,,,,,
Male,Other,50,Financial,,,,,,
Male,United States,20,,,,,,,
Male,People 's Republic of China,24,Technology,,,,,,
Female,United States,25,,,,,,,
Male,India,21,,,,,,,
Male,India,22,,,,,,,
Male,Chile,23,,,,,,,
Male,United States,26,Telecommunications,,,,,,
Male,Malaysia,34,,,,,,,
Male,France,23,,,,,,,
Male,United States,26,,,,,,,
Male,Republic of China,20,,,,,,,
,,NA,,,,,,,
Female,United States,23,Academic,,,,,,
Female,Taiwan,37,Financial,,,,,,
Male,United States,25,Technology,,,,,,
Female,India,24,,,,,,,
Male,United States,22,,,,,,,
Male,People 's Republic of China,23,Mix of fields,,,,,,
Female,United States,28,,,,,,,
Male,Mexico,43,Other,,,,,,
Male,People 's Republic of China,27,,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Canada,NA,,,,,,,
Male,South Korea,40,Academic,,,,,,
Male,Indonesia,26,Internet-based,,,,,,
Female,United States,62,Academic,,,,,,
Female,Canada,26,,,,,,,
Male,Iran,28,Technology,,,,,,
Male,India,21,,,,,,,
Male,Australia,39,Telecommunications,,,,,,
Male,People 's Republic of China,22,,,,,,,
Female,Malaysia,31,,,,,,,
Male,Ukraine,22,Technology,,,,,,
Female,India,18,,,,,,,
Male,People 's Republic of China,35,Academic,,,,,,
Male,Belarus,4,,,,,,,
Male,Taiwan,36,Financial,,,,,,
Female,United States,27,,,,,,,
Male,Republic of China,20,,,,,,,
Male,Brazil,27,Technology,,,,,,
Male,India,18,,,,,,,
Male,Singapore,25,Technology,,,,,,
Male,Indonesia,28,Academic,,,,,,
Male,United States,23,Financial,,,,,,
Male,People 's Republic of China,27,Technology,,,,,,
Female,India,21,,,,,,,
Male,People 's Republic of China,24,,,,,,,
Male,,67,Insurance,,,,,,
Male,United Kingdom,22,Other,,,,,,
Male,Philippines,19,,,,,,,
Male,Brazil,19,Academic,,,,,,
Male,Colombia,39,Technology,,,,,,
Female,United States,25,,,,,,,
Male,Taiwan,26,Technology,,,,,,
Male,United States,20,Pharmaceutical,,,,,,
Male,Australia,63,Retail,,,,,,
Male,Canada,28,Financial,,,,,,
Male,People 's Republic of China,25,,,,,,,
Male,India,22,,,,,,,
Male,India,20,,,,,,,
Male,India,20,,,,,,,
Female,Malaysia,23,Technology,,,,,,
Female,Colombia,29,Financial,,,,,,
Female,Taiwan,20,,,,,,,
Male,People 's Republic of China,27,Technology,,,,,,
Male,United States,38,,,,,,,
Male,People 's Republic of China,22,,,,,,,
Male,Other,31,Retail,,,,,,
Male,India,32,,,,,,,
Male,India,19,Academic,,,,,,
Female,United States,35,Technology,,,,,,
Male,Japan,29,,,,,,,
Male,People 's Republic of China,25,Academic,,,,,,
Male,Italy,33,Technology,,,,,,
Female,South Korea,31,,,,,,,
Female,Republic of China,22,,,,,,,
Male,United States,30,Academic,,,,,,
Male,Canada,28,Technology,,,,,,
Female,Indonesia,23,Other,,,,,,
Male,People 's Republic of China,33,Academic,,,,,,
Male,Singapore,47,Academic,,,,,,
Male,Other,24,,,,,,,
Male,India,26,Mix of fields,,,,,,
Male,Australia,28,CRM/Marketing,,,,,,
Male,Argentina,30,Telecommunications,,,,,,
Male,People 's Republic of China,35,,,,,,,
Male,Germany,30,Technology,,,,,,
Male,Mexico,24,CRM/Marketing,,,,,,
Male,United States,28,,,,,,,
Male,United States,31,Insurance,,,,,,
Male,South Korea,30,Academic,,,,,,
Male,United States,18,Academic,,,,,,
Male,United States,24,,,,,,,
Male,United States,25,,,,,,,
Female,Canada,36,Insurance,,,,,,
Male,India,18,,,,,,,
Male,India,23,Technology,,,,,,
Female,United States,46,,,,,,,
Male,United States,35,Financial,,,,,,
Male,India,20,,,,,,,
Male,People 's Republic of China,20,,,,,,,
Female,United States,35,,,,,,,
Male,Ukraine,29,,,,,,,
Male,People 's Republic of China,26,,,,,,,
Male,Taiwan,20,,,,,,,
Male,South Korea,38,,,,,,,
Male,India,39,Other,,,,,,
Female,United States,34,Other,,,,,,
Male,India,29,Technology,,,,,,
,,NA,,,,,,,
Male,Canada,26,Internet-based,,,,,,
Male,United States,38,,,,,,,
Male,Australia,29,Government,,,,,,
Male,People 's Republic of China,54,Government,,,,,,
Male,United States,31,,,,,,,
Male,United States,NA,,,,,,,
A different identity,New Zealand,35,Insurance,,,,,,
Male,India,50,Mix of fields,,,,,,
Male,India,23,Financial,,,,,,
Male,United States,26,,,,,,,
Male,Japan,43,,,,,,,
Female,Hong Kong,22,Technology,,,,,,
Male,India,21,,,,,,,
Male,India,28,Mix of fields,,,,,,
Male,India,25,,,,,,,
Male,India,19,,,,,,,
Male,United States,31,Technology,,,,,,
Male,Other,33,Technology,,,,,,
Female,United States,NA,,,,,,,
Male,Australia,29,Hospitality/Entertainment/Sports,,,,,,
Male,India,30,Financial,,,,,,
Male,India,20,,,,,,,
Male,Chile,26,Academic,,,,,,
Male,India,27,Financial,,,,,,
Male,South Korea,36,,,,,,,
Male,United States,21,,,,,,,
Female,India,20,,,,,,,
Male,India,21,Technology,,,,,,
Male,India,23,Technology,,,,,,
Male,United States,29,,,,,,,
Female,Germany,34,,,,,,,
Male,Brazil,29,Financial,,,,,,
Male,Brazil,25,,,,,,,
Male,Other,34,Insurance,,,,,,
Male,Australia,40,,,,,,,
Male,India,27,,,,,,,
Male,United States,40,Insurance,,,,,,
Female,United States,33,Government,,,,,,
Male,France,25,Pharmaceutical,,,,,,
Male,United States,52,Academic,,,,,,
Male,India,22,Financial,,,,,,
Male,United States,28,Financial,,,,,,
Male,Singapore,24,Academic,,,,,,
Male,Japan,46,Academic,,,,,,
Male,United States,36,Technology,,,,,,
Male,Israel,32,Academic,,,,,,
Female,United States,29,,,,,,,
Male,India,35,,,,,,,
"Non-binary, genderqueer, or gender non-conforming",India,22,Other,,,,,,
Male,Australia,20,Government,,,,,,
Male,South Korea,38,Technology,,,,,,
Male,United States,40,Technology,,,,,,
Male,People 's Republic of China,23,,,,,,,
Male,Mexico,21,,,,,,,
Male,India,24,,,,,,,
Female,People 's Republic of China,28,,,,,,,
Male,United States,35,,,,,,,
Female,Egypt,23,Academic,,,,,,
Male,United States,61,CRM/Marketing,,,,,,
Male,Australia,31,Financial,,,,,,
Male,United States,43,Internet-based,,,,,,
Male,India,21,,,,,,,
Male,South Korea,24,,,,,,,
Male,Singapore,34,Other,,,,,,
Male,India,25,,,,,,,
Male,United States,37,,,,,,,
Male,United States,31,,,,,,,
Male,United States,35,Retail,,,,,,
Female,United States,19,,,,,,,
Male,United States,NA,,,,,,,
Male,Vietnam,21,,,,,,,
Female,Vietnam,26,Mix of fields,,,,,,
Male,United States,25,Other,,,,,,
Male,People 's Republic of China,21,,,,,,,
Male,Australia,23,Mix of fields,,,,,,
Female,People 's Republic of China,19,,,,,,,
Male,United States,31,,,,,,,
Male,India,26,Technology,,,,,,
Male,India,20,,,,,,,
Male,Other,26,Academic,,,,,,
Male,United States,51,Other,,,,,,
Male,India,NA,,,,,,,
Male,United States,24,,,,,,,
Male,Argentina,43,Technology,,,,,,
Male,United States,27,,,,,,,
Male,Other,50,Financial,,,,,,
Male,Philippines,30,CRM/Marketing,,,,,,
Male,India,27,Financial,,,,,,
Male,United States,27,,,,,,,
Male,People 's Republic of China,26,,,,,,,
Male,United States,33,Other,,,,,,
Male,United States,24,Technology,,,,,,
Male,United States,28,Retail,,,,,,
Male,India,42,CRM/Marketing,,,,,,
Male,Australia,59,,,,,,,
Male,India,21,,,,,,,
Male,Other,45,Financial,,,,,,
Female,United States,25,,,,,,,
Male,South Korea,26,Academic,,,,,,
Female,India,28,Mix of fields,,,,,,
Male,India,25,Academic,,,,,,
Male,India,49,,,,,,,
Male,Indonesia,29,CRM/Marketing,,,,,,
Female,India,32,Technology,,,,,,
Male,Japan,42,,,,,,,
Male,India,23,,,,,,,
Male,Taiwan,22,,,,,,,
Male,Canada,48,Mix of fields,,,,,,
Male,Japan,19,,,,,,,
Male,United States,25,Manufacturing,,,,,,
Male,India,27,Internet-based,,,,,,
Male,India,21,,,,,,,
Male,People 's Republic of China,NA,,,,,,,
Male,Australia,37,Government,,,,,,
Male,Singapore,26,Government,,,,,,
Male,Australia,34,Insurance,,,,,,
Male,Indonesia,36,,,,,,,
Male,India,24,Technology,,,,,,
Female,Taiwan,25,,,,,,,
Male,India,29,,,,,,,
Male,India,26,Financial,,,,,,
Male,India,20,,,,,,,
Male,Hong Kong,26,Financial,,,,,,
Male,India,20,,,,,,,
Male,India,24,,,,,,,
Male,Other,24,Technology,,,,,,
Male,Singapore,25,Government,,,,,,
Female,Republic of China,24,,,,,,,
Male,India,21,,,,,,,
Male,Other,18,,,,,,,
Male,Brazil,27,Academic,,,,,,
Male,United States,33,Financial,,,,,,
Male,South Korea,29,Manufacturing,,,,,,
Male,Singapore,33,Financial,,,,,,
Male,United States,38,,,,,,,
Male,India,20,,,,,,,
Male,India,51,,,,,,,
Male,Taiwan,30,Technology,,,,,,
Male,Other,24,,,,,,,
Male,India,25,Technology,,,,,,
Male,India,27,Internet-based,,,,,,
Female,United States,23,,,,,,,
Male,India,29,Technology,,,,,,
Male,United States,22,,,,,,,
Male,United States,28,,,,,,,
Male,United States,23,,,,,,,
Male,United States,25,,,,,,,
Male,Vietnam,22,,,,,,,
Female,India,33,,,,,,,
Male,United States,28,,,,,,,
Male,Australia,19,,,,,,,
Male,Japan,22,,,,,,,
Male,India,32,Technology,,,,,,
Male,India,25,Retail,,,,,,
Female,New Zealand,24,,,,,,,
Male,Japan,27,Manufacturing,,,,,,
Male,India,32,Technology,,,,,,
Female,Canada,45,,,,,,,
Female,India,23,CRM/Marketing,,,,,,
Male,Canada,23,,,,,,,
Male,Taiwan,48,Academic,,,,,,
Female,United States,25,Technology,,,,,,
Male,Other,31,Internet-based,,,,,,
Male,India,22,,,,,,,
Female,United States,28,,,,,,,
Male,India,27,Technology,,,,,,
Male,India,32,Manufacturing,,,,,,
Female,United States,33,,,,,,,
Male,India,29,Technology,,,,,,
Female,Brazil,30,Financial,,,,,,
Male,People 's Republic of China,22,,,,,,,
Male,United States,37,,,,,,,
Male,Malaysia,30,Academic,,,,,,
Male,India,36,Academic,,,,,,
Male,United States,27,Internet-based,,,,,,
Male,United States,35,,,,,,,
Male,Taiwan,24,,,,,,,
Male,United States,39,Retail,,,,,,
A different identity,Taiwan,47,,,,,,,
Male,India,20,,,,,,,
Male,United States,24,,,,,,,
Male,India,23,Technology,,,,,,
Male,India,21,Academic,,,,,,
Male,India,23,Internet-based,,,,,,
A different identity,India,31,CRM/Marketing,,,,,,
Male,United States,32,,,,,,,
Male,India,19,,,,,,,
Male,United States,59,Pharmaceutical,,,,,,
Female,India,30,Financial,,,,,,
Male,People 's Republic of China,21,CRM/Marketing,,,,,,
Male,Indonesia,37,Financial,,,,,,
Male,Singapore,35,Financial,,,,,,
Male,India,27,Manufacturing,,,,,,
Male,Japan,44,Mix of fields,,,,,,
Male,Colombia,23,,,,,,,
Male,United States,36,Technology,,,,,,
Female,United States,28,Insurance,,,,,,
Male,Russia,21,,,,,,,
Male,United States,24,,,,,,,
Male,India,31,Telecommunications,,,,,,
Male,Japan,24,,,,,,,
Male,Russia,21,,,,,,,
Male,Other,24,,,,,,,
Female,Other,23,,,,,,,
Male,South Korea,27,,,,,,,
Male,India,24,,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Other,20,,,,,,,
Male,India,20,,,,,,,
Male,South Korea,43,Technology,,,,,,
Male,India,20,Academic,,,,,,
Male,Other,25,,,,,,,
Female,United States,27,Retail,,,,,,
Female,United States,30,Technology,,,,,,
Female,India,20,,,,,,,
Male,United States,25,,,,,,,
Male,Canada,23,,,,,,,
Male,Pakistan,28,Telecommunications,,,,,,
Male,Canada,50,,,,,,,
Female,India,32,,,,,,,
Male,India,24,Pharmaceutical,,,,,,
Female,India,20,,,,,,,
Male,Japan,25,Other,,,,,,
Male,Pakistan,24,Technology,,,,,,
Male,United States,26,Technology,,,,,,
Male,Vietnam,24,Manufacturing,,,,,,
Male,India,20,,,,,,,
Male,Australia,NA,,,,,,,
Male,India,26,Other,,,,,,
Male,Australia,43,Other,,,,,,
Male,India,24,,,,,,,
Male,India,24,,,,,,,
Male,India,34,CRM/Marketing,,,,,,
Male,United States,26,Academic,,,,,,
Female,Singapore,35,Mix of fields,,,,,,
Male,United States,31,,,,,,,
Male,People 's Republic of China,44,,,,,,,
Male,India,28,Technology,,,,,,
Male,United States,33,Telecommunications,,,,,,
Male,India,25,,,,,,,
Male,South Korea,38,,,,,,,
Female,Singapore,23,Retail,,,,,,
Female,United States,24,,,,,,,
Male,Hungary,43,Mix of fields,,,,,,
Male,United States,32,Other,,,,,,
Male,Indonesia,22,Technology,,,,,,
Male,United States,38,Internet-based,,,,,,
Male,Vietnam,28,CRM/Marketing,,,,,,
Male,India,25,,,,,,,
Female,United States,45,CRM/Marketing,,,,,,
Male,United States,19,,,,,,,
Male,India,28,Technology,,,,,,
Male,United States,21,Technology,,,,,,
Male,India,29,CRM/Marketing,,,,,,
Male,Chile,33,Mix of fields,,,,,,
Male,India,24,Financial,,,,,,
Male,United States,30,Government,,,,,,
Male,India,26,,,,,,,
Male,Japan,29,Mix of fields,,,,,,
Male,United States,25,,,,,,,
Male,Turkey,44,,,,,,,
Female,Taiwan,21,,,,,,,
Male,United States,35,Academic,,,,,,
Male,United States,32,,,,,,,
Male,United States,28,Internet-based,,,,,,
Male,United States,33,Insurance,,,,,,
Male,Turkey,36,,,,,,,
Male,United States,34,,,,,,,
Male,India,20,,,,,,,
Male,France,24,,,,,,,
Male,Other,28,Telecommunications,,,,,,
Male,United States,22,Financial,,,,,,
Male,India,27,,,,,,,
Male,Switzerland,17,,,,,,,
Male,India,21,,,,,,,
Male,Other,44,,,,,,,
Male,India,19,,,,,,,
Male,India,22,,,,,,,
Male,Taiwan,29,Technology,,,,,,
Male,Japan,32,,,,,,,
Male,Philippines,34,,,,,,,
Male,Brazil,30,,,,,,,
Male,India,47,Technology,,,,,,
Female,Iran,22,,,,,,,
Male,Vietnam,21,,,,,,,
Female,India,19,,,,,,,
Male,United States,28,Academic,,,,,,
Male,United States,23,,,,,,,
Male,United States,26,,,,,,,
Male,United States,23,,,,,,,
Male,Norway,40,,,,,,,
Male,Philippines,28,Retail,,,,,,
Male,United States,39,Internet-based,,,,,,
Female,Mexico,16,,,,,,,
Male,Taiwan,22,,,,,,,
Male,India,36,,,,,,,
Male,Taiwan,26,Internet-based,,,,,,
A different identity,Other,25,,,,,,,
Male,United States,32,Academic,,,,,,
Female,Indonesia,23,,,,,,,
Male,Singapore,27,,,,,,,
Female,South Korea,25,,,,,,,
Male,Belgium,47,CRM/Marketing,,,,,,
Male,United States,39,Academic,,,,,,
Male,People 's Republic of China,34,Academic,,,,,,
Male,Australia,30,Internet-based,,,,,,
Female,Indonesia,25,Academic,,,,,,
Male,India,23,Other,,,,,,
Male,India,23,Internet-based,,,,,,
Male,United States,51,,,,,,,
Male,United States,22,,,,,,,
Female,Brazil,22,Other,,,,,,
Male,India,22,,,,,,,
Male,United States,30,Technology,,,,,,
Female,Pakistan,25,Academic,,,,,,
Male,Other,46,Financial,,,,,,
Male,United States,45,,,,,,,
Male,Other,27,,,,,,,
A different identity,Other,26,Financial,,,,,,
Male,India,39,,,,,,,
Male,Other,24,Internet-based,,,,,,
Male,India,19,,,,,,,
Male,India,25,Technology,,,,,,
Male,United States,45,Technology,,,,,,
Male,Switzerland,26,,,,,,,
Female,United States,24,Financial,,,,,,
Male,United States,28,,,,,,,
Male,United States,31,Academic,,,,,,
Female,India,21,,,,,,,
Male,United Kingdom,27,Government,,,,,,
Male,United States,25,,,,,,,
Male,India,35,Telecommunications,,,,,,
Male,Turkey,37,Manufacturing,,,,,,
Female,India,21,,,,,,,
Male,India,27,Financial,,,,,,
Male,Australia,31,CRM/Marketing,,,,,,
Male,Canada,18,Retail,,,,,,
Male,South Africa,52,Other,,,,,,
Male,United States,29,Mix of fields,,,,,,
Male,France,24,Insurance,,,,,,
Male,India,25,Technology,,,,,,
Male,India,21,Technology,,,,,,
Male,South Korea,25,Academic,,,,,,
Female,Australia,29,Academic,,,,,,
Male,United States,25,Internet-based,,,,,,
Male,Pakistan,22,Technology,,,,,,
Female,United States,21,Technology,,,,,,
Male,People 's Republic of China,50,Academic,,,,,,
Male,India,23,,,,,,,
Male,Australia,45,Insurance,,,,,,
Male,Russia,26,,,,,,,
Male,Russia,35,,,,,,,
Male,Other,34,Telecommunications,,,,,,
Female,Indonesia,26,,,,,,,
Male,India,27,Technology,,,,,,
Male,India,23,Mix of fields,,,,,,
Male,Indonesia,40,,,,,,,
Male,India,22,Technology,,,,,,
Female,Italy,29,Financial,,,,,,
Female,Canada,31,,,,,,,
Male,Hong Kong,22,Mix of fields,,,,,,
Female,Other,24,,,,,,,
Male,Japan,32,,,,,,,
Male,Taiwan,23,Academic,,,,,,
Male,Belgium,32,Other,,,,,,
Male,United States,50,Academic,,,,,,
Female,Canada,45,Non-profit,,,,,,
Male,Argentina,34,Academic,,,,,,
Female,Australia,23,,,,,,,
Male,Singapore,24,Technology,,,,,,
Male,India,38,Technology,,,,,,
Male,India,23,,,,,,,
Male,Taiwan,22,,,,,,,
Female,Hungary,38,Academic,,,,,,
Female,United States,29,Academic,,,,,,
Male,Nigeria,29,Financial,,,,,,
Male,Philippines,34,Retail,,,,,,
Male,India,22,,,,,,,
Male,India,31,,,,,,,
Male,Brazil,30,,,,,,,
Male,Egypt,30,,,,,,,
Male,India,23,,,,,,,
Male,Russia,41,,,,,,,
Male,India,25,,,,,,,
Male,India,22,,,,,,,
Male,India,35,,,,,,,
Male,India,27,Academic,,,,,,
Female,India,25,,,,,,,
Male,India,27,Technology,,,,,,
Male,India,20,,,,,,,
Male,Vietnam,38,,,,,,,
Male,India,25,,,,,,,
Male,India,25,Other,,,,,,
Male,United States,31,,,,,,,
Male,United States,27,,,,,,,
Male,Indonesia,22,,,,,,,
Male,United States,25,,,,,,,
Male,India,21,,,,,,,
Female,United States,28,Government,,,,,,
Male,India,32,,,,,,,
Male,India,25,Mix of fields,,,,,,
Male,India,31,,,,,,,
Female,United States,22,,,,,,,
Male,United States,2,,,,,,,
Male,Other,26,Technology,,,,,,
Male,United States,54,Technology,,,,,,
Female,Canada,60,Other,,,,,,
Male,India,19,,,,,,,
Female,Japan,57,Telecommunications,,,,,,
Male,South Korea,30,Technology,,,,,,
Female,India,22,,,,,,,
Female,United States,39,Technology,,,,,,
Male,United States,20,,,,,,,
A different identity,United States,32,,,,,,,
Male,India,51,Other,,,,,,
Male,India,26,,,,,,,
Male,United States,NA,Financial,,,,,,
Male,United States,NA,,,,,,,
Female,India,37,Insurance,,,,,,
Male,India,29,Mix of fields,,,,,,
Female,India,23,,,,,,,
Male,United States,35,Technology,,,,,,
Male,Other,24,,,,,,,
Female,People 's Republic of China,25,,,,,,,
Female,United States,25,Pharmaceutical,,,,,,
Male,Norway,23,,,,,,,
Female,India,23,,,,,,,
Male,Finland,27,,,,,,,
Female,United States,36,Government,,,,,,
Male,India,25,Technology,,,,,,
Male,India,20,Other,,,,,,
Male,Mexico,30,Manufacturing,,,,,,
Male,United States,29,Academic,,,,,,
Male,India,19,,,,,,,
Male,United States,31,Financial,,,,,,
Male,Israel,36,,,,,,,
Male,India,33,CRM/Marketing,,,,,,
Male,People 's Republic of China,25,Academic,,,,,,
